CNPJ,Endereço Completo,Latitude,Longitude,Região
,"Avenida SABURO AKAMINE, 1125, JARDIM MATHEUS MANIERO, Rio Claro, São Paulo",-22.3980124,-47.5936443,
,"Rua PRESIDENTE ARTHUR DA COSTA E SILVA, 453, Parque São Vicente, Mauá, São Paulo",-22.7321,-43.36924,
,"Avenida ALFREDO ANDRÉ, 905, Jardim Brasil, Atibaia, São Paulo",-23.11694,-46.55028,
,"Rua JEQUIRITUBA, 2350, JARDIM CASTRO ALVES, São Paulo, São Paulo",-23.6879,-47.6693,
,"Rua THOMAZ ANTONIO VILLANI, 205, Vila Santa Maria, São Paulo, São Paulo",-23.00263,-49.89123,
,"Rua Aparecida do Taboado, 208, Jardim Paulistano, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua PAES DE LINHARES, 311, Vila Fiori, Sorocaba, São Paulo",-23.50167,-47.45806,
,"Estrada DOM JOAO NERI, 2416, Jardim Bartira, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua SILVIO BENVEGNU, 104, SANTO ANONIO, Louveira, São Paulo",-23.0890985,-46.975001,
,"Avenida DOUTOR JOAO BATISTA SOARES DE QUEIROZ JU, 398, JARDIM DAS INDUSTRIAS, São José dos Campos, São Paulo",-21.48028,-56.13806,
,"Rua JOAQUIM SEVERINO ALVES, 48, Vila Menk, Osasco, São Paulo",-23.4989217,-46.7711929,
,"Estrada DOM JOAO NERI, 2411, Jardim Bartira, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua EUGENIO BOSSER, 18, Jardim Sapopemba, São Paulo, São Paulo",-23.59556,-46.52472,
,"Rua ALEXANDRINA MATHIAS DE OLIVEIRA, 77, PARQUE DAS HORTENSIAS, Itupeva, São Paulo",-23.15306,-47.05778,
,"Rua NICOLA FELICE, 36, PARQUE PARAISO, Itapecerica da Serra, São Paulo",-23.71694,-46.84917,
,"Rua SALUSTINO GREGORIANO LEITE, 142, VILA FLORINDO, Juquiá, São Paulo",-24.32083,-47.63472,
,"Rua JOSEFA ALVES SIQUEIRA, 5891, JARDIM ANHANGUERA, Praia Grande, São Paulo",-24.00583,-46.40278,
,"Rua GUILHERME RAPOSO DE ALMEIDA, 373, CIDADE NAUTICA, São Vicente, São Paulo",-23.96306,-46.39194,
,"Avenida MARTINS FONTES, 1101, Vila Nova, Cubatão, São Paulo",-23.895,-46.42528,
,"Avenida APROVADA 294, 775, Boraceia, Bertioga, São Paulo",-23.85444,-46.13861,
,"Avenida DOS CAICARAS, 1682, Jardim Las Palmas, Guarujá, São Paulo",-23.9999291,-46.273905,
,"Rua CHILE, 250, Jd.Cardoso de Freitas, Cajati, São Paulo",-24.7204053,-48.0979843,
,"Avenida MIRO ATILIO PEDUZZI (4 A DIVISAO), 412, TANQUE CAIO, Ribeirão Pires, São Paulo",-23.6498005,-46.3663212,
,"Avenida GENERAL PENHA BRASIL, 1304, Vila Nova Cachoeirinha, São Paulo, São Paulo",-23.48442,-46.6586,
,"Rodovia DOM PEDRO I - SP 065, S/N, Centro, Jarinu, São Paulo",-23.10139,-46.72833,
,"Rua IOLANDA LATORRE CASCALDI, 40, LOTEAMENTO PARQUE DOS CANARIOS, Itatiba, São Paulo",-23.00583,-46.83889,
,"Praça ANDRE NUNES, 80, Vila das Merces, São Paulo, São Paulo",-23.6307077,-46.6045437,
,"Rua LUZIA EUFROZINA SOARES VALVERDE, 18, Jardim Novo Mundo, Sorocaba, São Paulo",-23.50167,-47.45806,
,"Rua ORLANDIA, 47, Parque Luiza, Embu das Artes, São Paulo",-23.64889,-46.85222,
,"Estrada GUAVIRUTUBA, 1199, VILA BOM JARDIM, São Paulo, São Paulo",-24.18333,-47.61667,
,"Estrada FAZENDINHA, 281, POUSADA DOS BANDEIRANTES, Carapicuíba, São Paulo",-23.52272,-46.835,
,"Rua JACI, 60, JD DO LAGO, Atibaia, São Paulo",-23.11694,-46.55028,
,"Rua SANTOS DUMONT, 205, Estuario, Santos, São Paulo",-23.96083,-46.33361,
,"Rua Lisa Ansorge, 27, Prque São Lucas, São Paulo, São Paulo",-23.6038195,-46.5381379,
,"Rua REMULO ZOPPI, 505, VILA GEORGINA I, Indaiatuba, São Paulo",-23.0785522,-47.2069032,
,"Rua MARECHAL ARGOLO FERRAO, 413, Vila Sabrina, São Paulo, São Paulo",-23.48663,-46.56651,
,"Rua PROFESSORA NINA STOCCO, 845, Jardim Catanduva, São Paulo, São Paulo",-23.635819,-46.7592408,
,"Avenida Itaquera, 2226, V.S.Maria, São Paulo, São Paulo",-23.5542277,-46.4832701,
,"Rua PARAGUACU, 544, PERDRIZES, São Paulo, São Paulo",-23.5338774,-46.6672178,
,"Rua ODAIR MULLER DE AZEVEDO MARQUES, 141, Vila Margarida, São Vicente, São Paulo",-23.96306,-46.39194,
,"Avenida ATALAIA DO NORTE, 527, JARDIM CUMBICA (JARDIM PRESIDE, Guarulhos, São Paulo",-23.4532507,-46.4388941,
,"Rua PEDRO GUTIERREZ, 228, Jd.Primavera, Várzea Paulista, São Paulo",-23.2104667,-46.8400222,
,"Rua NOSSA SENHORA APARECIDA, 31, Vila das Malvinas, Guarulhos, São Paulo",-23.4595654,-46.5081069,
,"Rua Padre Leonardo, 419, Aeroporto, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua TREZE DE MAIO, 1050, Vila Olivo, Valinhos, São Paulo",-22.9703943,-46.9959798,
,"Rua MARIA JOSÉ RODRIGUES, 90, Jd.Santa Lucia, Campo Limpo Paulista, São Paulo",-23.2104628,-46.7946342,
,"Avenida AYRTON SENNA DA SILVA, 450, VILA JAQUITIBAS, Campinas, São Paulo",-22.90556,-47.06083,
,"Avenida Eng.Soares de Camargo, 349, Jardim Hercilia, São Paulo, São Paulo",-23.5399002,-46.5029158,
,"Avenida ONZE DE JUNHO, 1049, Vila Clementino, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua A ESQUINA COM ALAMEDA ALICE, 127, Jardim Convenção, Itu, São Paulo",-23.26417,-47.29917,
,"Avenida ALTO BENI, 345, Vila Cosmopolita, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua RODRIGO FERNANDES, LT 21, JD. SANTA PAULA, Guarulhos, São Paulo",-23.46278,-46.53333,
,"Avenida JABAQUARA, 2592, Planalto Paulista, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua DOUTOR JOSE HIGINO, 111, VILA ORATORIO, São Paulo, São Paulo",-23.5686126,-46.5793677,
,"Rua ITORORÓ, 74, Jd. Paulista, São José dos Campos, São Paulo",-23.17944,-45.88694,
,"Rua DAS HERAS, 470, Vila Lucia, São Paulo, São Paulo",-23.5475,-46.63611,
,"Avenida ANTONIO JOAQUIM MENDES, 471, Centro, Pirassununga, São Paulo",-21.99611,-47.42583,
,"Avenida NAGIB FARAH MALUF, 100, Conj.Jose Bonifacio/Cohab II, São Paulo, São Paulo",-23.5386385,-46.4308871,
,"Rua ITAJUIBE, 1168, Jd. Nelia, São Paulo, São Paulo",-23.4331119,-46.4277298,
,"Alameda RIO NEGRO, 1456, Alphaville Industrial, Barueri, São Paulo",-23.51056,-46.87611,
,"Rua SANTA CRUZ (JD.SANTA ROSA), 500, SANTA ROSA, Vinhedo, São Paulo",-23.02972,-46.97528,
,"Avenida TUCUNARE, 80, TAMBORE, Barueri, São Paulo",-23.51056,-46.87611,
,"Avenida DOS LATINOS, 738, JARDIM SANTA TERESINHA, São Paulo, São Paulo",-23.5728247,-46.4987755,
,"Avenida DOUTOR ERMILINDO MAFFEI, 1199, SAO LUIZ, Itu, São Paulo",-23.26417,-47.29917,
,"Rua SEBASTIAO GREGORINI, 36, Centro, Juquitiba, São Paulo",-23.93167,-47.06833,
,"Avenida Caraita, 194, Centro, Eldorado, São Paulo",-24.52,-48.10806,
,"Rua JOAO MARIANO FERREIRA, 164, Centro, Itanhaém, São Paulo",-24.18306,-46.78889,
,"Rua DAS PALMEIRAS, 278, Vila Buarque, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rodovia MARIO TONOLI, 177, EST.HIDRO MINERAL SANTA ELIZA, Itupeva, São Paulo",-23.15306,-47.05778,
,"Rua ARARITAGUABA, 35, Vila Maria Alta, São Paulo, São Paulo",-23.5139012,-46.583372,
,"Rua BENEDITO PEREIRA GOULART, 282, Centro, São Bento do Sapucaí, São Paulo",-22.68889,-45.73083,
,"Rua PARAPUA, 832, Itaberaba, São Paulo, São Paulo",-23.5475,-46.63611,
,"Avenida ANTONIO PINCINATO, 21, Recanto Quarto Centenario, Jundiaí, São Paulo",-23.1838238,-46.9281076,
,"Avenida FIORELLI PECCICACCO, 323, Vila Fanton, São Paulo, São Paulo",-23.4047725,-46.7411747,
,"Estrada Da Ligação, 281, Jd.Monte Verde, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua GERONIMO BARBOSA DA SILVA, 1624, JARDIM NAZARETH, São Paulo, São Paulo",-23.18111,-46.395,
,"Avenida PADRE ANTÔNIO JOSÉ DOS SANTOS, 296, Cidade Monções, São Paulo, São Paulo",-20.85028,-50.09167,
,"Rua ERCILIA MARTINS CRUZ, 207, Vila Nova Louveira, Louveira, São Paulo",-23.08639,-46.95056,
,"Rua JAPÃO, 37, Jd.Imperial, Atibaia, São Paulo",-23.11694,-46.55028,
,"Rua ESMAEL FRANCISCO DOS SANTOS, 190, Caraguava, Peruíbe, São Paulo",-24.32,-46.99833,
,"Avenida EULINA, 145, Jardim Primavera, São Paulo, São Paulo",-23.1825,-46.5775,
,"Rua MARINA, 1081, Centro, Mongaguá, São Paulo",-24.09306,-46.62083,
,"Avenida VEREADOR ALVARO GUIMARAES, 148, Radio Clube, Santos, São Paulo",-23.96083,-46.33361,
,"Avenida JOAQUIM JORGE PERALTA, 166, PARQUE SAO LUIS, Cubatão, São Paulo",-23.895,-46.42528,
,"Rua PROFESSOR JOSE AZEVEDO MINHOTO, 378, VILA QUITAUNA (KM18), Osasco, São Paulo",-23.5298717,-46.7942864,
,"Rua HOLANDESA, 150, CIDADE JARDIM CUMBICA (JARDIM, Guarulhos, São Paulo",-23.46278,-46.53333,
,"Rua THOMAZ JASSO, 480, JD.DONA IRMA, Jaguariúna, São Paulo",-22.70556,-46.98583,
,"Rua ANGELO ALBERTO NESTI, 216, JARDIM HELENA, Osasco, São Paulo",-23.5325,-46.79167,
,"Rodovia AYRTON SENNA DA SILVA, SN, JARDIM MARIA ELIZA, Itaquaquecetuba, São Paulo",-23.48611,-46.34833,
,"Rua OFELIA ALVES FERREIRA, 60, JARDIM YAYA, Carapicuíba, São Paulo",-23.5564628,-46.8342566,
,"Avenida FRANCISCO DE ALMEIDA, 208, POUSO ALEGRE, Piracaia, São Paulo",-23.0492139,-46.343872,
,"Avenida PERUIBE, 31, BALNEARIO SAO JOAO BATISTA 2, Peruíbe, São Paulo",-24.2999496,-46.9892214,
,"Rua BR DE LADARIO, 670, BRAZ, São Paulo, São Paulo",-23.55,-46.61667,
,"Rodovia PRESIDENTE CASTELO BRANCO KM 33, SN, Itaqui, Itapevi, São Paulo",-23.54889,-46.93417,
,"Estrada FAZENDA SAO JOAQUIM, 29, Vila Ota, Rio Grande da Serra, São Paulo",-23.747989,-46.3746945,
,"Avenida QUARENTENARIO, 310, JARDIM IRMA DOLORES, São Vicente, São Paulo",-23.96306,-46.39194,
,"Rua TITO OLIANI, 1010, SAO JOAO CLIMARO, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua DR. VICENTE DE CARVALHO, 120, ocian, Praia Grande, São Paulo",-24.00583,-46.40278,
,"Avenida OSMUNDO DOS SANTOS PELLEGRINI, 1000, Recanto Quarto Centenario, Jundiaí, São Paulo",-23.1837581,-46.9154477,
,"Rua ROMEU SECKLER MACHADO, 105, Parque Eloy Chaves, Jundiaí, São Paulo",-23.18639,-46.88417,
,"Avenida SANTANA, 2813, NOVA GARDENIA, Atibaia, São Paulo",-23.11694,-46.55028,
,"Rua MARIA CANDIDA TEIXEIRA LACERDA, 615, Vila Veloso, Carapicuíba, São Paulo",-23.52272,-46.835,
,"Rua NICARAGUA, 307, N EUROPA, Campinas, São Paulo",-22.932135,-47.0672406,
,"Rodovia FERNAO DIAS KM 41,50, S/N, JARDIM DO ALVINOPOLIS, Atibaia, São Paulo",-23.11694,-46.55028,
,"Estrada CAMPO LIMPO, DO, 6433, Pirajussara, São Paulo, São Paulo",-23.5475,-46.63611,
,"Estrada MUNICIPAL MARIA DA CONCEICAO BAPTISTA, 35, CACHOEIRA BAIXO, Piracaia, São Paulo",-23.060736,-46.3671408,
,"Avenida RAIMUNDO PEREIRA DE MAGALHAES, 1600, JD.IRIS, São Paulo, São Paulo",-23.5059366,-46.7161322,
,"Avenida MARIA THEREZA S. DE BARROS CAMARGO, 1525, JARDIM SANTO ANDRE, Limeira, São Paulo",-23.66389,-46.53833,
,"Avenida PROF. FCO . MORATO, 946, V Sonia, São Paulo, São Paulo",-23.5475,-46.63611,
,"Estrada CEL.JOSE GLADIADOR, 22, Jardim Canaã, São Paulo, São Paulo",-21.76806,-50.77167,
,"Rodovia RAPOSO TAVARES, S/N, Centro, Votorantim, São Paulo",-23.54667,-47.43778,
,"Rua PROF. OTAVIO ROCHA, 151, Jardim Triunfo, Pedreira, São Paulo",-22.74194,-46.90139,
,"Avenida CARLOS LACERDA, 2170, Pirajussara, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua DR.LUIZ MENDES DE ALMEIDA, 527, Largo do Divino, Sorocaba, São Paulo",-23.50167,-47.45806,
,"Avenida Lico Maia, 552, Cerraria, Diadema, São Paulo",-23.6992148,-46.6104069,
,"Rua MAESTRO EZEQUIAS NARDY, 39, Jd. Padre Bento, Itu, São Paulo",-23.26417,-47.29917,
,"Rua vereador Aecio Gauglitz, 261, Vila Palmira, Pariquera-Açu, São Paulo",-24.7156367,-47.8735194,
,"Avenida São Paulo, 88, Chácara Gaivota, São Paulo, São Paulo",-23.2195694,-47.9448753,
,"Avenida 68, 356, JD CIDADE AZUL, Rio Claro, São Paulo",-22.3869334,-47.5792418,
,"Avenida PADRE ANCHIETA, 1821, Stella Maris, Peruíbe, São Paulo",-24.32,-46.99833,
,"Rua ROSEIRA, 35, PARQUE RECANTO MONICA, Mogi das Cruzes, São Paulo",-23.52278,-46.18833,
,"Rua MANICOBA, 880, Jardim Umarizal, São Paulo, São Paulo",-23.5475,-46.63611,
,"Estrada MUNICIPAL DO CAPUTERA, 333, RESSACA, Cotia, São Paulo",-23.60389,-46.91917,
,"Avenida NACOES, DAS, 1600, PARQUE NOVO ORATORIO, Santo André, São Paulo",-23.6408129,-46.4989662,
,"Rua ANTONIO BARACAL, 561, MORRINHOS I, Guarujá, São Paulo",-23.9611553,-46.2525505,
,"Avenida ANTONELO DA MESSINA, 1213, Sítio do Piqueri, São Paulo, São Paulo",-23.4555826,-46.5899705,
,"Rua DOS FUNDADORES, 463, PRAIA DO SONHO, Itanhaém, São Paulo",-24.18306,-46.78889,
,"Rua SERIEMAS, DAS, 550, VILA MATHIESEN, Americana, São Paulo",-22.7679745,-47.3267778,
,"Avenida NASCER DO SOL, 658, CONJUNTO HABITACIONAL SANTA ET, São Paulo, São Paulo",-22.0,-49.0,
,"Avenida DAS LETRAS, 659, LOT. VILLA BRANCA, Jacareí, São Paulo",-23.2639515,-45.9453678,
,"Rua INDIARA, 375, JD.ANA MARIA, Cajati, São Paulo",-24.7404227,-48.121226,
,"Rua SAO JUDAS TADEU, S/N, CAPOAVINHA, Mairiporã, São Paulo",-23.31861,-46.58667,
,"Avenida ROLAND GARROS, 1765, Jd.Brasil, São Paulo, São Paulo",-23.4756552,-46.5718114,
,"Rodovia PRESIDENTE CASTELO BRANCO KM 33, SN, Itaqui, Itapevi, São Paulo",-23.54889,-46.93417,
,"Avenida Irmãos Adorno, 449, Sítio do Campo, Praia Grande, São Paulo",-24.00583,-46.40278,
,"Avenida DR. FERNANDO COSTA, 282, Centro, Cajati, São Paulo",-24.73611,-48.12278,
,"Rua DOUTOR EUGENIO DA FONSECA, 383, JARDIM AEROPORTO I, Itu, São Paulo",-23.26417,-47.29917,
,"Rua AVENIDA ANTONIO CARLOS COMITRE, 510, Parque Campolim, Sorocaba, São Paulo",-23.52819,-47.46832,
,"Rua DELFINO FACCHINA, 628, AMERICANOPOLIS, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua DESEMBARGADOR ISNARD DOS REIS, 1246, Cidade Kemel, São Paulo, São Paulo",-23.50861,-46.35583,
,"Rua ADELIO PAZINATTO, 251, JARDIM AEROPORTO I, Itu, São Paulo",-23.26417,-47.29917,
,"Rua CAROLUS-DURAN, 346, VILA GILDA, São Paulo, São Paulo",-23.5475,-46.63611,
,"Avenida PIO XII, 900, Jardim Porto Alegre, Capivari, São Paulo",-22.995,-47.50778,
,"Avenida MOREIRA CESAR, 308, VILA GRANDINO, Sorocaba, São Paulo",-23.5049803,-47.4635694,
,"Rua 21 DE ABRIL, 470, Centro, Bom Jesus dos Perdões, São Paulo",-23.135,-46.46528,
,"Rua Firmino Martins, 10, Metalúrgicos, Osasco, São Paulo",-23.5325,-46.79167,
,"Rua JOSÉ ANTONIO NUNES, 198, Jardim Henrique Boccolini, Juquitiba, São Paulo",-23.9333584,-47.0700715,
,"Estrada MUNICIPAL VALENCIO CALLEGARI, 2002, .., Sumaré, São Paulo",-22.82194,-47.26694,
,"Avenida VEREADOR ABEL FERREIRA, 2022, Chacara Mafalda, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rodovia CONSTANTE PERUCHI, 677, BAIRRO DO CASCALHO, Cordeirópolis, São Paulo",-22.48194,-47.45667,
,"Rua ROLA CABOCLA, 462, Vila Cosmopolita, São Paulo, São Paulo",-23.562324,-46.4221435,
,"Estrada GOVERNO, DO, s/n, Pouso Alegre, Franco da Rocha, São Paulo",-23.3344663,-46.7254136,
,"Rua JAGUARIUNA, 644, DISTR.INDUSTRIAL, Holambra, São Paulo",-22.63306,-47.05556,
,"Rua OTELO ZELONI, 32, PARQUE BELEM, São Paulo, São Paulo",-23.565879,-46.8650012,
,"Rua GUILHERME RAPOSO DE ALMEIDA, 373, CIDADE NAUTICA, São Vicente, São Paulo",-23.96306,-46.39194,
,"Avenida DR TANCREDO DE ALMEIDA NEVES, 2397, CID.BALNEARIA NOVA PERUIBE, Peruíbe, São Paulo",-24.32,-46.99833,
,"Avenida DOS TRES PODERES, 608, RES.CENTRAL PARQUE, Salto, São Paulo",-23.20083,-47.28694,
,"Rua CAIOWAA, 1759, Sumaré, São Paulo, São Paulo",-22.82194,-47.26694,
,"Avenida MARIA CAVALCANTE DA SILVA, 538, Jardim Samambaia, Praia Grande, São Paulo",-24.00583,-46.40278,
,"Avenida DR ALIPIO FERREIRA, 490, CATIGUA, Piracaia, São Paulo",-23.05389,-46.35806,
,"Avenida 24 DE DEZEMBRO, 560, Estação, Peruíbe, São Paulo",-24.32,-46.99833,
,"Avenida JOSE TONOLI, 336, Centro, Itupeva, São Paulo",-23.15306,-47.05778,
,"Avenida IPANEMA, 1338, Jd. Novo Horizonte, Sorocaba, São Paulo",-23.50167,-47.45806,
,"Avenida Do Vaticano, 39, Jd João XXIII, São Paulo, São Paulo",-23.5475,-46.63611,
,"Avenida DOUTOR ADILSON RODRIGUES, S/N, JD.DAS SAMAMBAIAS, Jundiaí, São Paulo",-23.18639,-46.88417,
,"Avenida Capitão Francisco Cesar, 1217, Engenho Novo, Barueri, São Paulo",-23.51056,-46.87611,
,"Avenida ARNALDO BIAGIOLLI, 151, Pinheirinho, Vinhedo, São Paulo",-23.02972,-46.97528,
,"Rua ARNALDO RODRIGUES, 245, VILA MATEO BEI, São Vicente, São Paulo",-23.9659702,-46.4115062,
,"Rua Andradina, 178, Cidade Nova I, Itu, São Paulo",-23.26417,-47.29917,
,"Rua PREFEITO JOSE CARLOS, 962, JD SANTA JULIA, Itupeva, São Paulo",-23.1553979,-47.046005,
,"Rua MATHEUS GROU, 159, Pinheiros, São Paulo, São Paulo",-23.56729,-46.69232,
,"Rua DR. ULPIANO DA COSTA MANSO, 151, Butantã, São Paulo, São Paulo",-23.57374,-46.71936,
,"Avenida ONZE DE AGOSTO, 256, Jd. Zaira, Guarulhos, São Paulo",-23.4644112,-46.5364085,
,"Avenida PREF. JOSE LOZANO ARAUJO, 1110, CENTRO, Paulínia, São Paulo",-22.76111,-47.15417,
,"Avenida APROVADA 294, 775, Boraceia, Bertioga, São Paulo",-23.85444,-46.13861,
,"Avenida DAS LETRAS, 659, LOT. VILLA BRANCA, Jacareí, São Paulo",-23.2639515,-45.9453678,
,"Avenida BRIGADEIRO LUIS ANTONIO, 3300, Jd.Paulista, São Paulo, São Paulo",-23.5742361,-46.6560882,
,"Rua JOSE VIEIRA GUIMARAES, 130, JARDIM SANTA TERESINHA, São Paulo, São Paulo",-23.5233272,-46.4251563,
,"Avenida DAS NACOES UNIDAS, 13947, Vila Gertrudes, São Paulo, São Paulo",-23.34969,-46.74632,
,"Rua JORGE ZOLNER, 95, Centro, Jundiaí, São Paulo",-23.18639,-46.88417,
,"Rua BATISTA CEPELOS, 25, Centro, Cotia, São Paulo",-23.60389,-46.91917,
,"Rua ITORORÓ, 74, Jd. Paulista, São José dos Campos, São Paulo",-23.17944,-45.88694,
,"Rua BANDEIRANTES, 605, João B.Julião, Guarujá, São Paulo",-23.9830219,-46.2060406,
,"Avenida GONCALO MONTEIRO, 625, CIBRATEL II, Itanhaém, São Paulo",-24.2026378,-46.835336,
,"Avenida MANOEL ISIDORO MARTINS, 1084, Cidade Martins, Guarulhos, São Paulo",-23.43149,-46.51214,
,"Rua Bela Vista, 54, Jardim Prainha, São Paulo, São Paulo",-23.1979389,-46.8131823,
,"Rua MIGUEL RODRIGUES, 62, Vila Madalena, São Paulo, São Paulo",-21.06667,-50.93333,
,"Avenida PREFEITO PRESTES MAIA, 20, Esplanada dos Barreiros, São Vicente, São Paulo",-23.96306,-46.39194,
,"Rua SEBASTIAO MOREIRA, 320, PARQUE PALMEIRAS, Suzano, São Paulo",-23.642015,-46.3254909,
,"Praça Das Professoras, 07, Cidade AE Carvalho, São Paulo, São Paulo",-20.48333,-50.01667,
,"Rua JARBAS SALLES D AVILA, 438, JARDIM D'AVILA, Osasco, São Paulo",-23.5032364,-46.7671773,
,"Rua kahei nakamura, 308, Jardim Miracatu, Miracatu, São Paulo",-24.28139,-47.45972,
,"Rua ISABEL DIAS, 47, Alto da Mooca, São Paulo, São Paulo",-23.55801,-46.59508,
,"Avenida CONSELHEIRO CARRAO, 3.264, V Carrão, São Paulo, São Paulo",-23.5392496,-46.5535832,
,"Estrada CAMPO LIMPO, DO, 3000, Vila Prel, São Paulo, São Paulo",-23.3454526,-46.8424578,
,"Rua FERNANDO SILVA, 110, Jd Astro, Sorocaba, São Paulo",-23.50167,-47.45806,
,"Rua SAO PAULO, 120, Nova Vinhedo, Vinhedo, São Paulo",-23.021575,-46.9864998,
,"Avenida ANTONIO STECK, 129, SAGRADO CORACAO DE JESUS, Louveira, São Paulo",-23.08639,-46.95056,
,"Rua CANA VERDE, 110, JARDIM SILVESTRE, Itaquaquecetuba, São Paulo",-23.48611,-46.34833,
,"Rua LUIS VAZ DE CAMOES, 177, Cumbica, Guarulhos, São Paulo",-23.46667,-46.46667,
,"Rua EDMILSON RODRIGUES MARCELINO, 976, Cidade Miguel Brada, Suzano, São Paulo",-23.5425,-46.31083,
,"Rua ARY DE ALMEIDA, 71, CAMBUI, Itapetininga, São Paulo",-23.59167,-48.05306,
,"Avenida DUQUE DE CAXIAS, 2395, JD PROMECA, Várzea Paulista, São Paulo",-23.21139,-46.82833,
,"Avenida Onze de Junho, 744, Vila Clementino, São Paulo, São Paulo",-23.5475,-46.63611,
,"Estrada Da Ligação, 281, Jd.Monte Verde, São Paulo, São Paulo",-23.5475,-46.63611,
,"Avenida DOUTOR ADHEMAR DE BARROS, 563, JD.SAO DIMAS, São José dos Campos, São Paulo",-23.1953942,-45.8909157,
,"Rua QUINZE DE PIRACICABA, 19, Jardim Sandra, Cotia, São Paulo",-23.60389,-46.91917,
,"Avenida Onze de Junho, 744, Vila Clementino, São Paulo, São Paulo",-23.5475,-46.63611,
,"Estrada Da Ligação, 281, Jd.Monte Verde, São Paulo, São Paulo",-23.5475,-46.63611,
,"Avenida SAO JOAO, 2555, JARDIM DAS COLINAS, São José dos Campos, São Paulo",-23.17944,-45.88694,
,"Avenida Onze de Junho, 744, Vila Clementino, São Paulo, São Paulo",-23.5475,-46.63611,
,"Estrada Da Ligação, 281, Jd.Monte Verde, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua AGOSTINHO DE PAIVA, 529, C REDONDO, São Paulo, São Paulo",-23.6520726,-46.789662,
,"Avenida PREF. JOSE LOZANO ARAUJO, 1110, CENTRO, Paulínia, São Paulo",-22.76111,-47.15417,
,"PIO XII, 900, PORTO ALEGRE, CAPIVARI, SP",-23.0025203,-47.5189003,
,"LINO PINTO DOS SANTOS, 22, 26, JARDIM FELICIDADE, SAO PAULO, SP",-23.5475,-46.63611,
,"AMARO GODINHO, 964, CANGUERA, SAO ROQUE, SP",-23.6052592,-47.1651961,
,"RAIMUNDO PEREIRA DE MAGALHAES, 2541, JARDIM IRIS, SAO PAULO, SP",-23.5475,-46.63611,
,"DR HEITOR NASCIMENTO, 30, MOINHO VELHO, SAO PAULO, SP",-23.5475,-46.63611,
,"DOUTOR JOAO BATISTA SOARES DE QUEIROZ JUNIOR, 398, SALA 02, JARDIM DAS INDUSTRIAS, SAO JOSE DOS CAMPOS, SP",-23.2235091,-45.9183435,
,"ELISIO CORDEIRO DE SIQUEIRA, 961, 963, JARDIM SANTO ELIAS, SAO PAULO, SP",-23.48897,-46.7451773,
,"PASCOAL SANTI, 328, VILLAREJO SOPE DA SERRA (VILAREJO), CABREUVA, SP",-23.2755188,-47.0599521,
,"PIO XII, 900, PORTO ALEGRE, CAPIVARI, SP",-22.9954688,-47.5108908,
,"MELVIN JONES, 2602, MOISES DE FREITAS, VILHENA, RO",-12.7255583,-60.1464679,
,"AVENIDA MINISTRO MARIO ANDREAZZA, 1.424, DISTRITO INDUSTRIAL, MANAUS, AM",-3.132649,-59.9731383,
,"ACAI, 2045, LOTE - 2 . 2, DISTRITO INDUSTRIAL, MANAUS, AM",-3.10194,-60.025,
,"SENHORA MARIA APARECIDA PESSUTTI MILEGO, 250, PARQUE CAMPOLIM, SOROCABA, SP",-23.5303151,-47.4646287,
,"SENHORA MARIA APARECIDA PESSUTTI MILEGO, 250, PARQUE CAMPOLIM, SOROCABA, SP",-23.5297378,-47.4634109,
,"DO CASCALHO, 415, BOICUCANGA, SAO SEBASTIAO, SP",-23.7787433,-45.6144153,
,"AVENIDA ANTONIO JOAQUIM MENDES, 471, CENTRO, PIRASSUNUNGA, SP",-21.99611,-47.42583,
,"MARECHAL RONDON, S/N, KM 159, CENTRO, TIETE, SP",-23.10194,-47.71472,
,"MUNICIPAL DO JACU, S/N, JACU, ITU, SP",-23.2998852,-47.3781323,
,"DO CAFE, 156, VILA GUARANI, SAO PAULO, SP",-23.635652,-46.6399683,
,"MIGUEL FRIAS E VASCONCELOS, 1.205, TERREO, JAGUARE, SAO PAULO, SP",-23.5475,-46.63611,
,"AEROPORTO, 514, ROCIO, IGUAPE, SP",-24.7152349,-47.5704372,
,"PASSO DA PATRIA, 1651, VILA LEOPOLDINA, SAO PAULO, SP",-23.5264392,-46.7286917,
,"DAS CAMELIAS, 77, CENTRO COMERCIAL DE ALPHAVILLE, ALPHAVILLE, BARUERI, SP",-23.4981718,-46.8504592,
,"MARECHAL RONDON, S/N, KM 159, CENTRO, TIETE, SP",-23.10194,-47.71472,
,"MUNICIPAL DO JACU, S/N, JACU, ITU, SP",-23.2998852,-47.3781323,
