CNPJ,Endereço Completo,Latitude,Longitude,Região
,"Rua CYNIRA MARQUES CEZAR, 100, SAO JUDAS TADEU, Santo Antônio de Posse, São Paulo",-22.6073243,-46.9072778,
,"Rua DAS GARDENIAS, 223, Parque Cecap, Valinhos, São Paulo",-22.949446,-46.9813763,
,"Rua JOSE CARLOS FERRARI, 79, Residencial Santa Maria, Valinhos, São Paulo",-22.9428235,-46.9990431,
,"Rua BARAO DE TATUI, 1368, JARDIM VERGUEIRO, Sorocaba, São Paulo",-23.50167,-47.45806,
,"Rua LIBERO BADARO, 480, Centro, São Paulo, São Paulo",-21.2639265,-48.5110736,
,"Rua HERCULANO RICARDO, 685, JD.APARECIDA, Sete Barras, São Paulo",-24.3821915,-47.9244964,
,"Rua DO CRUZEIRO, 37, Centro, Tatuí, São Paulo",-23.3511059,-47.8440746,
,"Estrada HENRIQUE ROSA, 670, FINCO (JD TUPA), São Bernardo do Campo, São Paulo",-23.69389,-46.565,
,"Rua SANTA EROTILDES, 80, VILA DOS REMEDIOS, Osasco, São Paulo",-23.5205292,-46.7534175,
,"Rua SANTA EROTILDES, 80, VILA DOS REMEDIOS, Osasco, São Paulo",-23.5205292,-46.7534175,
,"Rua FERNANDO FONSECA KVINT, 40, Terra Preta, Mairiporã, São Paulo",-23.24389,-46.55222,
,"Avenida DOM PEDRO II, 70, Jardim Imperial, Atibaia, São Paulo",-23.1458027,-46.5801947,
,"Rua JUAN VICENTE, 42, Bandeiras, Osasco, São Paulo",-23.5597828,-46.8138944,
,"Rua DOUTOR LUIZ MENDES DE ALMEIDA, 663, VILA ESPIRITO SANTO, Sorocaba, São Paulo",-23.50167,-47.45806,
,"Avenida PEREIRA BARRETO, 42, PARAISO, Santo André, São Paulo",-23.6677389,-46.5334051,
,"Avenida ANDROMEDA, 2811, Jardim Satelite, São José dos Campos, São Paulo",-23.219906,-45.8914207,
,"Avenida DAS LETRAS, 659, LOT. VILLA BRANCA, Jacareí, São Paulo",-23.2639515,-45.9453678,
,"Rua JOSE LUIZ FLAQUER, 291, EDEN, Sorocaba, São Paulo",-23.4175869,-47.4157972,
,"Rua ALCANTARA, 805, Vila Maria, São Paulo, São Paulo",-23.5242819,-46.5901326,
,"Rua DJALMA DUTRA, 266, Luz, São Paulo, São Paulo",-23.5337146,-46.6286686,
,"Avenida DEPUTADO EMILIO CARLOS, 1129, Limão, São Paulo, São Paulo",-23.496022,-46.6772285,
,"Avenida DOS IMIGRANTES, 2400, JARDIM AMERICA, Bragança Paulista, São Paulo",-22.9521237,-46.546414,
,"Avenida JOSE BARBOSA DE SIQUEIRA, 1026, JARDIM PADROEIRA I, Osasco, São Paulo",-23.5490857,-46.8086203,
,"Rua MUSSI JORGE ANTONIO, 314, JARDIM AMAZONAS, Suzano, São Paulo",-23.6483044,-46.3141634,
,"Rua JOAO DE CAMARGO, 352, PQ RES NOVO MUNDO, Boituva, São Paulo",-23.2628736,-47.6716318,
,"Rua FRANCISCO TOSCANO, 10, Parque das Rosas, Itu, São Paulo",-23.2798294,-47.298724,
,"Rua MANOEL JOSE DE CARVALHO, 155, JARDIM SANTA GERTRUDES, Jundiaí, São Paulo",-23.2531631,-46.8549486,
,"Rua carlos sthal, 18, Residencial Monte Verde, Indaiatuba, São Paulo",-23.1047535,-47.2338758,
,"Avenida MAZZEI, 1160, Vila Mazzei, São Paulo, São Paulo",-23.4723641,-46.5997586,
,"Rua DA PADROEIRA, 298, Centro, Jundiaí, São Paulo",-23.18639,-46.88417,
,"Rua DUILIO, 636, Agua Branca, São Paulo, São Paulo",-23.5254777,-46.6931616,
,"Rua FLORIANOPOLIS, 247, Vila Ribeiropolis, Registro, São Paulo",-24.4989854,-47.8452091,
,"Rua COAPA, 109, JARDIM LEONOR, Cotia, São Paulo",-23.6100554,-46.9326524,
,"Rua PARAPUA, 1729, Itaberaba, São Paulo, São Paulo",-21.9278104,-50.7385646,
,"Rua JOSE MANOEL DE ALMEIDA, 669, Jd. Europa, Vargem Grande Paulista, São Paulo",-21.83222,-46.89361,
,"Avenida NOSSA SENHORA DO CARMO, 2058, Carmo Messias, Ibiúna, São Paulo",-23.741308,-47.0546442,
,"Estrada DA AGUA ESPRAIADA, 2713, CHAC.TROPICAL (CAUCAIA ALTO), Cotia, São Paulo",-23.60389,-46.91917,
,"Rua VICENTE CELESTINO, 184, Parque Mirante da Mata, Cotia, São Paulo",-23.6176627,-46.9548532,
,"Avenida PIETRO PETRI, 382, Terra Preta, Mairiporã, São Paulo",-23.2613941,-46.5886899,
,"Rua JULIA LOPES DE ALMEIDA, 288, VILA PAULICEIA, São Paulo, São Paulo",-23.4883423,-46.6142367,
,"Rua ROMEU DO NASCIMENTO, 235, JARDIM PORTAL DA COLINA, Sorocaba, São Paulo",-23.5187127,-47.4617229,
,"Rua FRANCISCO DE PAULA RIBEIRO, 264, Estuario, Santos, São Paulo",-23.9687118,-46.3033049,
,"Avenida OTTO BAUMGART, 27, Vila Guilherme, São Paulo, São Paulo",-23.511968,-46.6159879,
,"Rua JOAO AMOS COMENIUS, 417, JARDIM SAO BERNARDO, São Paulo, São Paulo",-23.7576681,-46.704948,
,"Avenida JOSE MACHADO ROSA, 384, ITATINGA, São Sebastião, São Paulo",-23.8103485,-45.4142886,
,"Avenida CONSELHEIRO CARRAO, 1306, VILA CARRAO, São Paulo, São Paulo",-23.5430969,-46.5476141,
,"Avenida PROFESSOR JOAO DE LORENZO, 526, JARDIM SAO JORGE, São Paulo, São Paulo",-23.596056,-46.782882,
,"Rua ANTONIO FURQUIM, 220, JACARE, Cabreúva, São Paulo",-23.2460826,-47.0575519,
,"Avenida TANCREDO NEVES, 1041, Cachoeira, Guarujá, São Paulo",-23.99306,-46.25639,
,"Rua Prefeito Antonio Garrido, 252, Jordanesia, Cajamar, São Paulo",-23.3362606,-46.8392834,
,"Rua DRONSFIELD, 47, Lapa, São Paulo, São Paulo",-23.5187703,-46.7053525,
,"Avenida LUÍS STAMATIS, 431, Jaçanã, São Paulo, São Paulo",-23.4669058,-46.5811562,
,"Avenida LUÍS STAMATIS, 431, Jaçanã, São Paulo, São Paulo",-23.4669058,-46.5811562,
,"Avenida ANTONIO SEGRE, 504, Ponte de Campinas, Jundiaí, São Paulo",-23.1766107,-46.8982122,
,"Avenida JARDIM JAPAO, 451, Jardim Brasil, São Paulo, São Paulo",-23.4861636,-46.5784059,
,"Rua CACHOEIRA DOURADA, 130, Jardim Maria Estela, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua Fenicia, 144, Parque Novo Oratório, Santo André, São Paulo",-23.6292226,-46.4987878,
,"Rua LAZARA DE OLIVEIRA LEITE, 371, Demarchi, São Bernardo do Campo, São Paulo",-23.7284559,-46.5582636,
,"Avenida PARADA PINTO, 2262, Vila Nova Cachoeirinha, São Paulo, São Paulo",-23.47337,-46.6669789,
,"Avenida vereador jose donato, 1193, Vilarejo, Cabreúva, São Paulo",-23.275325,-47.0495177,
,"Avenida casper libero, 954, Jardim Santa Cruz, Salto, São Paulo",-23.20083,-47.28694,
,"Rua THEODORO MANTOANELLI, 52, Itaici, Indaiatuba, São Paulo",-23.1070653,-47.182188,
,"Rua INDAIAS, DOS, 918, Santa Cruz, Indaiatuba, São Paulo",-23.08842,-47.2119,
,"Rua EMILIA PIRES, 365, Centro, Embu-Guaçu, São Paulo",-23.8294539,-46.8169557,
,"Avenida BRASILIA, 581, Campanário, Diadema, São Paulo",-23.6682373,-46.6185895,
,"Rodovia PRESIDENTE CASTELO BRANCO KM 33, SN, Itaqui, Itapevi, São Paulo",-23.54889,-46.93417,
,"Rodovia PRESIDENTE CASTELO BRANCO KM 33, SN, Itaqui, Itapevi, São Paulo",-23.54889,-46.93417,
,"Avenida DONA GERTRUDES, 1127, ALVINOPOLIS, Atibaia, São Paulo",-23.1244356,-46.5647979,
,"Estrada LUIZ MARSON, 381, Batistini, São Bernardo do Campo, São Paulo",-23.7485643,-46.5826605,
,"Rua CAIUBI, 433, JARDIM PILAR, Santo André, São Paulo",-23.6844381,-46.5392872,
,"Avenida WENCESLAU BRAZ, 640, VILA POPULAR, Itapetininga, São Paulo",-23.563419,-48.0152876,
,"Avenida RINALDI, 549, JD SYLVIO RINALDI I, Jaguariúna, São Paulo",-22.6830969,-46.9918713,
,"Avenida DOUTOR BERNARDINO DE CAMPOS, 446, Campo Grande, Santos, São Paulo",-23.9592884,-46.3381614,
,"Rua BENEDITO EGIDIO BARBOSA, 176, BRASILANDIA, São Paulo, São Paulo",-23.4598445,-46.6986945,
,"Rua AMADOR BUENO, 229, Santo Amaro, São Paulo, São Paulo",-23.6531847,-46.7102133,
,"Rua MARTINHO DE CAMPOS, 433, Vila Anastacio, São Paulo, São Paulo",-23.515852,-46.7207453,
,"Rua GUARICANGA, 321, Lapa, São Paulo, São Paulo",-23.5227167,-46.7104308,
,"Rua CARDON, 831, Vila Progresso (Zona Leste), São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua LOUVEIRA, 541, JARDIM MARILENA, Guarulhos, São Paulo",-23.423113,-46.4937482,
,"Rua NOVA YORK, 570, Brooklin Paulista, São Paulo, São Paulo",-23.5475,-46.63611,
,"Avenida RODRIGUES MONTEMOR, 253, Americanópolis, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua SILVIO LAZZARI, 31, Vila Gustavo, São Paulo, São Paulo",-23.4870492,-46.5990058,
,"Rua DOM VILARES, 1700, Vila das Merces, São Paulo, São Paulo",-23.6252244,-46.611855,
,"Rua Pio XI, 2360, Lapa, São Paulo, São Paulo",-23.5406793,-46.7169032,
,"Avenida SANTA MONICA, 690, Jardim Santa Monica, São Paulo, São Paulo",-23.4762246,-46.7478914,
,"Avenida SANTA MONICA, 690, Jardim Santa Monica, São Paulo, São Paulo",-23.4762246,-46.7478914,
,"Rua ALENCAR ARARIPE, 1435, Sacoma, São Paulo, São Paulo",-23.6130408,-46.5972138,
,"Rua ALVARO DO VALE, 412, Ipiranga, São Paulo, São Paulo",-23.6013383,-46.5935479,
,"Rua BRASIL, 171, Atibaia Jardim, Atibaia, São Paulo",-23.1270049,-46.557701,
,"Rua DAS BARREIRAS, 63, Camburi, São Sebastião, São Paulo",-23.7681278,-45.6544502,
,"Rua DEPUTADO GOUVEIA FRANCO, 3, Parque Mandaqui, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua CAV NAMI JAFET, 145, Centro, Guarujá, São Paulo",-23.99306,-46.25639,
,"Rua MARCIA PIERRONI, 78, ITU NOVO CENTRO, Itu, São Paulo",-23.26417,-47.29917,
,"Rua Do Retiro, 2235, Vila das Hortencias, Jundiaí, São Paulo",-23.1793859,-46.9074326,
,"Rua BRILHANTE, 380, Jardim Mutinga, Osasco, São Paulo",-23.5051979,-46.7737941,
,"Rua ALEXANDRE MARTINS, 125, Aparecida, Santos, São Paulo",-23.9747386,-46.3091598,
,"Avenida DOUTOR MOURA RIBEIRO, 116, MARAPE, Santos, São Paulo",-23.9593718,-46.3480246,
,"Rua PIO XII, 82, SABOO, Santos, São Paulo",-23.932779,-46.3468543,
,"Rua DR LUCIO MALTA, 315, Centro, Jacareí, São Paulo",-23.3038095,-45.9691587,
,"Avenida ASSEMBLEIA, 16, Jardim Miriam, São Paulo, São Paulo",-23.5475,-46.63611,
,"Praça COMENDADOR NICOLAU SCARPA, 80, Centro, Sorocaba, São Paulo",-23.4980894,-47.4605758,
,"Rua MUNICIPAL, 349, Centro, São Bernardo do Campo, São Paulo",-23.7112629,-46.5474498,
,"Rua OTAVIO TARQUINIO DE SOUZA, 268, Aeroporto, São Paulo, São Paulo",-23.5475,-46.63611,
,"Rua MANAUS, 395, Rochdale, Osasco, São Paulo",-23.5049491,-46.7769148,
,"Rua BARCELONA, 414, Jaguaré, São Paulo, São Paulo",-23.5440225,-46.7487484,
,"Rua OLAVO EGIDIO, 534, Santana, São Paulo, São Paulo",-23.5002484,-46.6204722,
,"Rua Marilia, 60, Vila Hortolandia, Jundiaí, São Paulo",-23.169235,-46.909441,
,"Avenida Dos Imigrantes Italianos, 1973, Colonia, Jundiaí, São Paulo",-23.1882135,-46.8563349,
,"Rua MARANHAO, 256, Jacaré, Cabreúva, São Paulo",-23.2495822,-47.0561778,
,"Avenida BERTIOGA, S/N, Vila Tupi, Várzea Paulista, São Paulo",-23.2269234,-46.8407433,
,"Rua BOM JESUS DE PIRAPORA, 2881, Vila Rami, Jundiaí, São Paulo",-23.2162775,-46.8791364,
,"Rua DEMERSON GOMES ROMANO, 386, Centro, Francisco Morato, São Paulo",-23.2868804,-46.7419955,
,"Rua CORONEL NOGUEIRA PADILHA, 2112, VILA HORTENCIA, Sorocaba, São Paulo",-23.50167,-47.45806,
,"Rua CORONEL NOGUEIRA PADILHA, 2112, VILA HORTENCIA, Sorocaba, São Paulo",-23.502317,-47.4507071,
,"Avenida DOUTOR OLAVO GUIMARAES, 253, Vila Arens, Jundiaí, São Paulo",-23.1971918,-46.8745837,
,"Rua DO RETIRO, 925, VILA VIRGINIA, Jundiaí, São Paulo",-23.1865399,-46.8985646,
,"Avenida QUATORZE DE DEZEMBRO, 2333, Vila Mafalda, Jundiaí, São Paulo",-23.2096274,-46.87686,
,"Rodovia VEREADOR GERALDO DIAS, S/N, PARQUE CENTENARIO, Jundiaí, São Paulo",-23.1372014,-46.9204443,
,"Rua JOAO FERRARA, 233, Jd. Cica, Jundiaí, São Paulo",-23.2054072,-46.8829113,
,"Avenida ANTÔNIO FREDERICO OZANAN, 6001, Vila Rio Branco, Jundiaí, São Paulo",-23.172492,-46.8916714,
,"Rua HISASCHI NAGAOKA, 3595, Jardim São Vicente, Jundiaí, São Paulo",-23.1451635,-46.9157263,
,"Avenida FERNAO DIAS PAES LEME, 2211, Centro, Várzea Paulista, São Paulo",-23.21139,-46.82833,
,"Avenida AFONSO PENA, 622, Aparecida, Santos, São Paulo",-23.9715042,-46.3023726,
,"Rua RIO BRANCO, 960, Centro, Registro, São Paulo",-24.498679,-47.8526184,
,"Avenida VEREADOR JOSE DONATO, 1385, Vilarejo, Cabreúva, São Paulo",-23.275325,-47.0495177,
,"Rua OSVALDO COCRANE, 60, Embaré, Santos, São Paulo",-23.96083,-46.33361,
,"Avenida MOACIR DA SILVEIRA, 1035, Jardim Isaura, Santana de Parnaíba, São Paulo",-23.4798612,-46.8921049,
,"Avenida PRESIDENTE JUSCELINO, 333, Piraporinha, Diadema, São Paulo",-23.6830194,-46.5922176,
,"Avenida NOVE DE JULHO, 3333, ANHANGABAU, Jundiaí, São Paulo",-23.1994672,-46.8896937,
,"Rua RAFAEL DIAS COSTA, 140, DONA CATARINA, São Roque, São Paulo",-23.4214027,-47.1647888,
,"Avenida Amador Bueno da Veiga, 3025, Penha, São Paulo, São Paulo",-23.5218536,-46.5170071,
,"Avenida DRº EPITACIO PESSOA, 241, Embaré, Santos, São Paulo",-23.96083,-46.33361,
,"Rua CAPRICORNIO, 667, Parque Santana, Santana de Parnaíba, São Paulo",-23.4773074,-46.8937742,
,"Rua ANDARAI, 630, Vila Maria, São Paulo, São Paulo",-23.5226024,-46.5900265,
,"Rua ALMEIDA TORRES, 428, ACLIMACAO, São Paulo, São Paulo",-23.569768,-46.6262303,
,"Rua BARAO DE LADARIO, 312, BRAS, São Paulo, São Paulo",-23.5393113,-46.6190086,
,"Rua TAPAJÓS, 80, Centro, São Bernardo do Campo, São Paulo",-23.6991131,-46.5502833,
,"Rua CLAUDIO MANOEL DA COSTA, 43, Parque Imperial, Barueri, São Paulo",-23.4831217,-46.8053765,
,"Rua ITAPEVA, 142, Bela Vista, São Paulo, São Paulo",-23.5582442,-46.6508379,
,"Avenida EID MANSUR, 18, Parque São George, Cotia, São Paulo",-23.5959976,-46.8511558,
,"Rua Minas Gerais, 300, Vila Boa Vista, Barueri, São Paulo",-23.5011283,-46.8754334,
,"Avenida DIEDERICHSEN, 1277, Vila Guarani, São Paulo, São Paulo",-23.6332458,-46.6371398,
,"Avenida DIEDERICHSEN, 1277, Vila Guarani, São Paulo, São Paulo",-23.6332458,-46.6371398,
,"Rua AGOSTINHO DE PAIVA, 529, C REDONDO, São Paulo, São Paulo",-23.6520726,-46.789662,
,"Rua QUARTO, 119, Jardim dos Prados, Peruíbe, São Paulo",-24.32,-46.99833,
,"Alameda COLIBRI, 64, MORADA DOS PASSAROS, Barueri, São Paulo",-23.4953736,-46.9513761,
,"Avenida COMENDADOR DANTE CARRARO, 576, Cidade Ariston Estela Azevedo, Carapicuíba, São Paulo",-23.5340401,-46.8534601,
,"Rua CORONEL NOGUEIRA PADILHA, 1273, VILA HORTENCIA, Sorocaba, São Paulo",-23.502317,-47.4507071,
,"Rua Lagoa Seca, 660, Jardim Triunfo, Guarulhos, São Paulo",-23.41433,-46.4037699,
,"Rua DO RETIRO, 2173, VILA VIOTTO, Jundiaí, São Paulo",-23.1827765,-46.9008306,
,"Avenida GISELE CONSTANTINO, 1870, PARQUE BELA VISTA, Votorantim, São Paulo",-23.5377965,-47.4660261,
,"Avenida Satelite, 559 A, Cidade Satelite (São Mateus), São Paulo, São Paulo",-23.60583,-46.47889,
,"Rua CARNOT, 388, Pari, São Paulo, São Paulo",-23.5314722,-46.622215,
,"Rua BENEDITO ARAUJO NOVAES, 552, Jardim Paulista, Itapevi, São Paulo",-23.5566502,-46.9401478,
,"Avenida IGUATEMI, 777, Vila Brandina, Campinas, São Paulo",-22.8924024,-47.0272094,
,"Avenida CASSIOPEIA, 591, Jardim Satelite, São José dos Campos, São Paulo",-23.2298571,-45.8861203,
,"Avenida CASSIOPEIA, 591, Jardim Satelite, São José dos Campos, São Paulo",-23.2298571,-45.8861203,
,"Avenida FLORA, 829, Jardim Jaguaribe, Osasco, São Paulo",-23.5613402,-46.79033,
,"Rua JULIO RIBEIRO, 243, BRAS, São Paulo, São Paulo",-23.5372628,-46.6197338,
,"Rua Barretos, 251, Mooca, São Paulo, São Paulo",-23.5631412,-46.5851009,
,"Praça NOSSA SENHORA APARECIDA, 275, JARDIM VILA GALVAO, Guarulhos, São Paulo",-23.4661663,-46.5594452,
,"Avenida MAZZEI, 1209, Vila Mazzei, São Paulo, São Paulo",-23.4719455,-46.5994511,
,"Rua ATLANTICA, 230, Jardim do Mar, São Bernardo do Campo, São Paulo",-23.6910052,-46.5552196,
,"Rua SAO LUCAS EVANGELISTA, 236, JARDIM CIBELE, Carapicuíba, São Paulo",-23.52272,-46.835,
,"Rua LUIZ DE VASCONCELOS, 127, JARDIM MARILEN, Diadema, São Paulo",-23.68611,-46.62278,
,"Rua MARECHAL DEODORO DA FONSECA, 240, Centro, Cabreúva, São Paulo",-23.3069129,-47.1334429,
,"Rua VOTORANTIM, 311, Barcelona, São Caetano do Sul, São Paulo",-23.6191958,-46.5520096,
,"Rua CORRIENTES, 14, Lapa, São Paulo, São Paulo",-23.5220098,-46.7114385,
,"Rua GERALDO DE ARAUJO SANTOS, 87, Jd.Beatriz, Taboão da Serra, São Paulo",-23.6197473,-46.7716109,
,"Avenida DO CAFÉ, 156, Vila Guarani, São Paulo, São Paulo",-23.635652,-46.6399683,
,"Rua CONEGO VALADAO, 1143, GOPOUVA, Guarulhos, São Paulo",-23.4737032,-46.5448854,
,"Rua ANGELO AIROLDI, 167, JARDIM CENTENARIO, Jandira, São Paulo",-23.5275,-46.9025,
,"Avenida SÃO JOSE DOS CAMPOS, 262, Centro, Paraibuna, São Paulo",-23.3831094,-45.6650429,
,"Avenida SÃO JOSE DOS CAMPOS, 262, Centro, Paraibuna, São Paulo",-23.3749853,-45.6682787,
,"Avenida DOUTOR JANUARIO MIRAGLIA, 608, Vila Jaguaribe, Campos do Jordão, São Paulo",-22.7437125,-45.5964598,
,"Avenida ELISEO CORDEIRO DE SIQUEIRA, 961/963, Jardim Santo Elias, São Paulo, São Paulo",-7.76667,-72.6,
,"Rua GUERINO FURLAN, 366, COLINAS DE SAO JOSE, Louveira, São Paulo",-23.100585,-46.9781594,
,"Rua Miguel  Rodrigues, 112, Vila Beatriz, São Paulo, São Paulo",-23.5495916,-46.6980264,
,"Rua CONDE PRATES, 111, Mooca, São Paulo, São Paulo",-23.5664331,-46.5979351,
,"Rua MANAIAS, 245, Vila Zelina, São Paulo, São Paulo",-23.5893222,-46.5760476,
,"Rua JOSE ZAPPI, 57, Vila Prudente, São Paulo, São Paulo",-23.5806907,-46.5855316,
,"Rua AZEVEDO SOARES, 2700, Vila Gomes Cardim, São Paulo, São Paulo",-23.5489666,-46.5668379,
,"Rua Antonio Camardo, 700, Tatuapé, São Paulo, São Paulo",-23.5489677,-46.5607487,
,"Avenida PROFESSOR FRANCISCO MORATO, 3030, BUTANTA, São Paulo, São Paulo",-23.5725279,-46.7043904,
,"Rua CONSELHEIRO MOREIRA DE BARROS, 240, Santana, São Paulo, São Paulo",-23.4965576,-46.6280895,
,"Rua DOMINGOS DE MORAIS, 1999, Vila Mariana, São Paulo, São Paulo",-23.593603,-46.6360456,
,"Rua SIQUEIRA CAMPOS, 1923, Centro, Pirassununga, São Paulo",-21.99611,-47.42583,
,"Rua RAFAEL DE BARROS, 778, Centro, Leme, São Paulo",-22.1852455,-47.3901636,
,"Rua PRESIDENTE PRUDENTE, 101, Cidade Jardim, Limeira, São Paulo",-22.56472,-47.40167,
,"Rua NANCY CARLOTA NETTO, 501, Parque Residencial Eloy Chaves, Jundiaí, São Paulo",-23.1805427,-46.96373,
,"Rua RUA JUNDIAI, 380, JARDIM PRIMAVERA, Itupeva, São Paulo",-23.1548565,-47.0544653,
,"Avenida BENEDITO STORANI, 347, Centro, Vinhedo, São Paulo",-23.0270563,-46.9783376,
,"Avenida JOAQUIM LOPES AGUILLA, 2420, BARRA FUNDA, Leme, São Paulo",-22.18556,-47.39028,
,"Avenida FUNDIBEM, S/N, Jardim Casa Grande, Diadema, São Paulo",-23.7035411,-46.5949433,
,"Avenida OCTAVIO AUGUSTO RANGEL, 478, JARDIM TOLEDO, Votorantim, São Paulo",-23.5277176,-47.4401594,
,"Rua Teodoro Sampaio, 473, Pinheiros, São Paulo, São Paulo",-23.5562987,-46.6752444,
,"Rua JOAQUIM FLORIANO, 254, Itaim Bibi, São Paulo, São Paulo",-23.5838463,-46.672325,
,"Rua 15 DE NOVEMBRO, 735, Centro, Pedreira, São Paulo",-23.4917837,-46.3435262,
,"Avenida FERNANDO COSTA, 2143, Parafuso, Cajati, São Paulo",-24.7297701,-48.135602,
,"Rua Nestor Pestana, 40, Consolação, São Paulo, São Paulo",-23.55242,-46.65735,
,"Avenida ANDRE LUIS, 723, PICANCO, Guarulhos, São Paulo",-23.4390401,-46.5454237,
,"Avenida CACHOEIRA, 125, Vl. Pindorama, Barueri, São Paulo",-23.4903445,-46.8786169,
,"Avenida ITAQUERA, 6735, CIDADE LIDER, São Paulo, São Paulo",-23.5512633,-46.4784903,
,"Avenida RAGUEB CHOHFI, 7001, JARDIM TRES MARIAS, São Paulo, São Paulo",-23.5475,-46.63611,
,"Avenida Independencia, 1136, Rocio, Cananéia, São Paulo",-25.0069457,-47.9313292,
,"Avenida Yojiro Takaoka, 4492, Alphaville, Santana de Parnaíba, São Paulo",-23.474602,-46.8636024,
,"Rua JOSE DO CARMO LEITE, 104, Centro, Caieiras, São Paulo",-23.36417,-46.74056,
,"Avenida JOAO PAULO ABLAS, 45, Jardim da Glória, Cotia, São Paulo",-23.5977232,-46.8415226,
,"Avenida BENTO FIGUEREDO, 275, Vila Marlene, Jundiaí, São Paulo",-23.18639,-46.88417,
,"Rua DOMENICO FERRARA, 32, Jaraguá, São Paulo, São Paulo",-23.4516587,-46.7458602,
,"Rua CAPITÃO MOR PASSOS, 228, Pari, São Paulo, São Paulo",-23.527587,-46.6153585,
,"Avenida MILTON DA ROCHA, 291, Vila Sabrina, São Paulo, São Paulo",-23.489062,-46.5744038,
,"Rua UBIRAJARA, 274, Vila Gabriel, Sorocaba, São Paulo",-23.50167,-47.45806,
,"Rua ALIANÇA LIBERAL, 322, Vila Leopoldina, São Paulo, São Paulo",-23.5222368,-46.7253714,
,"Rua DEPUTADO LACERDA FRANCO, 553, Pinheiros, São Paulo, São Paulo",-23.5606538,-46.6928092,
,"Rua SERRA DE BOTUCATU, 1703, Tatuapé, São Paulo, São Paulo",-23.5409791,-46.5552198,
,"Avenida VEREADOR JOSÉ DINIZ, 2329, Brooklin Paulista, São Paulo, São Paulo",-23.5475,-46.63611,
,"Avenida GIOVANNI GRONCHI, 2799, Morumbi, São Paulo, São Paulo",-23.5958042,-46.7142289,
,"Rua CANARIO, 390, INDIANOPOLIS, São Paulo, São Paulo",-23.5996044,-46.6653552,
,"Rua TURIASSU, 1205, Perdizes, São Paulo, São Paulo",-23.5315747,-46.6746778,
,"Avenida ANGELICA, 526, SANTA CECILIA, São Paulo, São Paulo",-23.5374825,-46.654665,
,"Avenida YOJIRO TAKAOKA, 4630, ALPHAVILLE - CENTRO DE APOIO I, Santana de Parnaíba, São Paulo",-0.05833,-51.18167,
,"Rua VOLUNTARIOS DA PATRIA, S/N, Santana, São Paulo, São Paulo",-23.4944879,-46.6263702,
,"Avenida REBOUCAS, 1001, CERQUEIRA CESAR, São Paulo, São Paulo",-23.5603809,-46.6713758,
,"Rua MARTIM FRANCISCO, 753, Vila Buarque, São Paulo, São Paulo",-23.5475,-46.63611,
,"Avenida LAURITA ORTEGA MARI, 1973, Pq. Pinheiros, Taboão da Serra, São Paulo",-23.6170526,-46.7797644,
,"Rua JOAO RIBEIRO DE BARROS, 1411, VILA ODIM ANTAO, Sorocaba, São Paulo",-23.4707582,-47.4550598,
,"Avenida RICARDO BASSOLI CEZARE, 1567, Jardim das Bandeiras, Campinas, São Paulo",-22.9495493,-47.0928675,
,"Via DE ACESSO ROD.JOAO BAT.FURQUIM, 180, RODEIO, São Bento do Sapucaí, São Paulo",-22.68889,-45.73083,
,"Rua Martim Francisco, 723, Santa Cecília, São Paulo, São Paulo",-23.5429535,-46.6545662,
,"Praça DA INDEPENDENCIA, 31, Centro, Itu, São Paulo",-23.2646325,-47.2972233,
,"Rua Baltazar Borges (Jd Lavínia), 15, Assunção, São Bernardo do Campo, São Paulo",-23.69389,-46.565,
,"Rua AMARO J ANDRADE, 428, JD.MARIA PAULINA, Boituva, São Paulo",-23.28333,-47.67222,
,"Praça DICRAN ECHREFIAN, 12, Presidente Altino, Osasco, São Paulo",-23.5325,-46.79167,
,"Rua DOUTOR ALBERTO GALLO, 226, CIDADE UNIVERSITARIA II, Campinas, São Paulo",-22.90556,-47.06083,
,"Rua GUARAITA, 6, SAO MIGUEL PAULISTA, São Paulo, São Paulo",-23.493,-46.43646,
,"Rua CARLOS MAGALHAES, 283, Vila Andrade, São Paulo, São Paulo",-23.21725,-46.00151,
,"Avenida dos Autonomistas, 451, Vl.Yara, Osasco, São Paulo",-23.5267853,-46.7961639,
,"Rua ANDRELINO JOSE PEDROSO, 181, Cerrado, Sorocaba, São Paulo",-23.50167,-47.45806,
,"Rua SECUNDINO DOMINGUES, 70, Vila Prudente, São Paulo, São Paulo",-23.58845,-46.5798,
,"Rua PASSARO PRETO, 759, VILA PAULISTANIA, São Paulo, São Paulo",-23.6422001,-45.4375369,
,"Avenida VASCO MASSAFELI, 1010, JARDIM MARIA TEREZA, Cotia, São Paulo",-23.60389,-46.91917,
,"Avenida IVO MARIO ISAAC PIRES, 10/1,  Das Pedras, Cotia, São Paulo",-23.6277066,-46.9854168,
,"Rua Rosalvo José da Silva, 23-B, Jardim Carumbé, São Paulo, São Paulo",-22.0,-49.0,
,"Avenida CAPITÃO JULIO FRANCO, 390, Rocio, Iguape, São Paulo",-24.70806,-47.55528,
,"Rua DR EMILIO MARTINS RIBEIRO, 141, Centro, Miracatu, São Paulo",-24.28139,-47.45972,
