Placa,Tipo de Veiculo,Cap. Veiculo (KG),Peso,Frete,Data,Transportador,Destino,Origem
TKC6G01,Carreta,28000,16388,7717.92,27/05/2025,TRANSPORTADORA CASARIM LOUVEIRA LTDA EPP,CARREFOUR COMERCIO E INDUSTRIA LTDA,FLAMBOIÃ ALIMENTOS LTDA.
