Placa,Tipo de Veiculo,Cap. Veiculo (KG),Carga,Valor da carga na AP,Peso Carga
TKC6G01,Carreta,28000,16.388,7717.92,16388.0
TKC6G01,Carreta,28000,16.388,7717.92,16388.0
TKC6G01,Carreta,28000,16.388,7717.92,16388.0
